name,county,type,contact_person,phone,email,sub_county,nearest-landmark,lat,lon
Kendi Medical Clinic,Meru,Hospital,,,,Igembe South,Maua Town,0.2379,37.94101
Kendu Adventist Hospital,Homa Bay,Hospital,,,,Rachuonyo North,Benga Market,-0.40151,34.66465
Kendu Sub-District Hospital,Homa Bay,Hospital,,,,Rachuonyo North,Kendu-Bay Town,-0.37066,34.65042
Kenegut Dispensary,Kericho,Hospital,,,,Kericho,Kericho,-0.27015,35.22486
Kenene Dispensary,Kericho,Hospital,,,,Bureti,Kenene,-0.6379,35.08813
Kengen Clinic,Kisumu,Hospital,,,,Nyakach,Kolwenyi,-0.33435,34.8521
Kengen Staff Clinic,West Pokot,Hospital,,,,West Pokot, ,1.55102,35.22162
Kenlands Health Services,Nakuru,Hospital,,,,Nakuru,At shabaab,-0.28312,36.06348
Kenlands Health Services Maili Sita,Nakuru,Hospital,,,,Nakuru North,Mailiisita,0.23303,36.11695
Kenol Hospital,Murang'a,Hospital,,,,Muranga South,Kenol,-0.9372,37.12638
Kentalya Farm Cilinic,Nakuru,Hospital,,,,Naivasha,Kamere Shopping centre,-0.82049,36.33024
Kenton Dispensary,Nyandarua,Hospital,,,,Kinangop,Magumu,-0.88273,36.5649
Kenwa,Nairobi,Hospital,,,,Starehe,Nairobi,-1.2852,36.821
Kenwa Kiandutu,Kiambu,Hospital,,,,Thika West, ,-1.07659,37.07659
Kenwa-Nyeri,Nyeri,Hospital,,,,Nyeri Central,Nyeri Town,-0.42634,36.94057
Kenya Acorn Project (Acorn) Health Centre,Homa Bay,Hospital,,,,Ndhiwa,Ndhiwa,-0.7179,34.34824
Kenya AIDS Vaccine Initiative (KAVI),Nairobi,Hospital,,,,Westlands,Nairobi,-1.267192,36.749206
Kenya Airways Medical Centre,Nairobi,Hospital,,,,Starehe,Nairobi,-1.28611,36.82378
Kenya Assemblies of God Medical Clinic,Meru,Hospital,,,,Imenti North,Meru Town,0.04442,37.64639
Kenya Assemblies of God Medical Clinic (Kag Naivas,Nakuru,Hospital,,,,Naivasha,Naivasha,-0.72539,36.4438
Kenya Community Health Network,Uasin Gishu,Hospital,,,,Eldoret East,Eldoret,0.51952,35.27615
Kenya Institute of Professional Counsellors,Nyeri,Hospital,,,,Nyeri Central,Nyeri Town,-0.001332,37.094
Kenya Institute of Special Education Dispensary,Nairobi,Hospital,,,,Kasarani,ICIPE or Kasarani police station,-1.22762,36.89548
Kenya Long Distance Truck Drivers Union VCT,Kilifi,Hospital,,,,Kaloleni,Mariakani,-3.835,39.43721
Kenya Medical Training College Lodwar,Turkana,Hospital,,,,Turkana Central,Lodwar Town behind the Lodwar District Hospital,3.66576,35.32377
Kenya Methodist University Dispensary,Meru,Hospital,,,,Imenti North,Meru,0.08298,37.65185
Kenya Nut Company Dispensary,Kiambu,Hospital,,,,Thika West, ,-1.06743,37.0979
Kenya Police College Dispensary,Nyeri,Hospital,,,,Nyeri Central,Kiganjo,-0.39099,37.00901
Kenya Police Staff College Clinic,Nairobi,Hospital,,,,Westlands,Kangemi market,-1.23307,36.80537
Kenya Ports Authority Staff Clinic,Mombasa,Hospital,,,,Mvita, ,-4.05002,39.65028
Kenya Utalii Dispensary,Nairobi,Hospital,,,,Ruaraka,Nairobi,-1.25087,36.8617
Kenyagoro Dispensary,Bomet,Hospital,,,,Konoin,Kenyagoro,-0.566175,35.229215
Kenyambi Health Centre,Kisii,Hospital,,,,Nyamache,Nyamache,-0.83844,34.86165
Kenyambi Health Centre (Nyamira),Nyamira,Hospital,,,,Nyamira,Mabundu,-0.57094,34.91408
Kenyatta National Hospital,Nairobi,Hospital,,,,Kibra,Nairobi,-1.30088,36.80734
Kenyatta National Hospital Ongata Rongai,Kajiado,Hospital,,,,Kajiado North,Ongata Rongai,-1.39621,36.7919
Kenyatta Road Medical Centre,Kiambu,Hospital,,,,Ruiru,Juja,-1.12504,37.0047
Kenyatta University Dispensary,Nairobi,Hospital,,,,Roysambu,Nairobi,-1.1784,36.93497
Kenyatta University Health Unit Mombasa Campus,Mombasa,Hospital,,,,Mvita,Treasury square - Centrall Bank of Kenya,-4.063,39.67632
Kenyatta University Kitui Campus Health Unit,Kitui,Hospital,,,,Kitui Central,Kwavonza,-1.36368,37.82497
Kenyenya District Hospital,Kisii,Hospital,,,,Kenyenya,Kenyenya,-0.88896,34.72977
Kenyenya Health Centre,Nyamira,Hospital,,,,Nyamira,Kenyenya Market,-0.55751,34.91408
Kenyenya Medical Centre (Kenyenya),Kisii,Hospital,,,,Kenyenya,Kenyenya,-0.8865,34.73572
Kenyenya Medical Clinic (Kenyenya),Kisii,Hospital,,,,Kenyenya,Kenyenya,-0.8865,34.7867
Kenyerere Dispensary (Masaba),Kisii,Hospital,,,,Masaba South,Kiamokama,-0.78225,34.89352
Kenyerere Dispensary (Sameta),Kisii,Hospital,,,,Sameta,Itumbe,-0.784453,34.78189
Kenyerere Health Centre (Nyamira),Nyamira,Hospital,,,,Nyamira,Kebirigo,-0.62097,34.97172
Kenyoro Dispensary,Kisii,Hospital,,,,Sameta,Kenyoro,-0.7421,34.76074
Kenyoro Health Centre,Nyamira,Hospital,,,,Nyamira North,Kenyoro,-0.5812,35.01191
Kepchomo Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.19556,35.2408
Keragia Dispensary (Gucha),Kisii,Hospital,,,,Gucha,Ogembo,-0.84389,34.75244
Kerenga Dispensary,Kericho,Hospital,,,,Belgut,Kericho,-0.40732,35.23049
Kerer Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West,kerer,1.13826,35.42118
Kereri Dispensary,Nandi,Hospital,,,,Nandi South,Serem,0.09398,34.88851
Kericho County Beyond Zero Mobile Clinic,Kericho,Hospital,,,,Kericho,Kericho Town,-0.379435,35.27442
Kericho District Hospital,Kericho,Hospital,,,,Kericho,Kericho,-0.37207,35.28053
Kericho Forest Dispensary,Kericho,Hospital,,,,Londiani,Kericho,-0.34391,35.3851
Kericho Municipal Health Centre,Kericho,Hospital,,,,Kericho,Kericho,-0.37028,35.28449
Kericho Nursing Home,Kericho,Hospital,,,,Kericho,Kericho,-0.37057,35.28001
Kericho Teachers Training College Medical Clinic,Kericho,Hospital,,,,Kericho,Next to Kericho Day Secondary School,-0.3623,35.29643
Kericho Youth Centre,Kericho,Hospital,,,,Kericho,Kericho,-0.3702,35.27838
Keringani Dispensary,Narok,Hospital,,,,Trans Mara West - Dikirr,Lolgorian,-1.35624,34.8473
Keringet Dispensary,Kericho,Hospital,,,,Kipkelion,Londiani,0.10187,35.60317
Keringet Health Centre,West Pokot,Hospital,,,,West Pokot,Kapenguria,1.21147,35.04913
Keringet Health Centre (Kuresoi),Nakuru,Hospital,,,,Kuresoi,Keringet,-0.42267,35.88
Keringet Youth Friendly Centre,Nakuru,Hospital,,,,Kuresoi,Keringet Market,-0.42677,35.69273
Kerio Health Centre,Turkana,Hospital,,,,Turkana Central,Kerio,3.00054,36.02577
Keritor Dispensary,Nyamira,Hospital,,,,Borabu,Ikonge,-0.54585,35.04956
Kernan Medical Clinic,Kiambu,Hospital,,,,Ruiru,Witeithie,-1.04966,36.77654
Kerobo Health Centre,Nyamira,Hospital,,,,Nyamira North,Nyamusi,-0.49604,34.94223
Kerol Health Centre,Nakuru,Hospital,,,,Kuresoi,Keringet,-0.43073,35.68945
Kerol Health Services,Kericho,Hospital,,,,Bureti,Kapkatet,-0.62728,35.19482
Kerugoya Catholic Dispensary,Kirinyaga,Hospital,,,,Kirinyaga Central,Kerugoya,-0.49822,37.27131
Kerugoya District Hospital,Kirinyaga,Hospital,,,,Kirinyaga Central,Kerugoya,-0.50435,37.28065
Kerugoya Medical Centre,Kirinyaga,Hospital,,,,Kirinyaga Central,Kerugoya,-0.50147,37.27727
Kerugoya Medical Centre (Annex),Kirinyaga,Hospital,,,,Kirinyaga Central,Kibingo,-0.28993,37.15647
Kerugoya Medical Laboratory,Kirinyaga,Hospital,,,,Kirinyaga Central, ,-0.50185,37.27951
Kerugoya Medical Services and Advisory Centre,Kirinyaga,Hospital,,,,Kirinyaga Central,Kerugoya,-0.471308,37.1638
Kerumbe Dispensary,Nyamira,Hospital,,,,Borabu,Ikonge,-0.50845,35.0398
Kerwa Catholic Health Centre,Kiambu,Hospital,,,,Kikuyu,Kerwa Trading Centre,-1.17473,36.63118
Kesha VCT,Nairobi,Hospital,,,,Dagoretti North,Nairobi,-1.27974,36.7414
Kesma Clinic,Murang'a,Hospital,,,,Gatanga,Thika,-0.87293,36.9117
Kesogon Dispensary,Nandi,Hospital,,,,Nandi South,Kobujoi Market,0.04481,34.99506
Kesses Health Centre,Uasin Gishu,Hospital,,,,Wareng,Eldoret,0.29186,35.32171
Ketepa Dispensary (Kericho),Kericho,Hospital,,,,Kericho,Kericho,-0.33781,35.32292
Ketigoi Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo South,Ketigoi,0.34278,35.65421
Ketitui Dispensary,Kericho,Hospital,,,,Kericho,Ainamoi,-0.29949,35.24129
Keturwo Dispensary,Baringo,Hospital,,,,Baringo North,Kabartonjo,0.65885,35.69324
Keumbu Medical Clinic,Kisii,Hospital,,,,Kisii Central,Keumbu,-0.73374,34.84601
Keumbu Sub-District Hospital,Kisii,Hospital,,,,Kisii Central,Keumbu,-0.73371,34.84724
Kevote Catholic Dispensary,Embu,Hospital,,,,Manyatta,Kevote,-0.43859,37.53214
Kevote Dispensary,Embu,Hospital,,,,Manyatta,Kevote,-0.44029,37.53222
Kewamoi Dispensary,Nakuru,Hospital,,,,Kuresoi,Keringet,-0.4254,35.62959
Keyian SDA Dispensary,Narok,Hospital,,,,Trans Mara West - Dikirr,Enoosaen,-0.99476,34.68664
Khaburu Chemist,Meru,Hospital,,,,Imenti North,Meru Town,0.04562,37.65689
Khaburu Chemist,Meru,Hospital,,,,Imenti North, ,0.04562,37.65689
Khachonge Dispensary,Bungoma,Hospital,,,,Bungoma Central,Khachonge Market,0.69539,34.62743
Khadija Medical Clinic,Kilifi,Hospital,,,,Rabai,Mazeras,-3.89755,39.60843
Khairat Medical Centre,Kilifi,Hospital,,,,Kilifi North,Kilifi,-3.63289,39.85032
Khajula Dispensay,Busia,Hospital,,,,Bunyala,MauMau Market,0.07724,34.00057
Khalaba Health Centre,Kakamega,Hospital,,,,Matungu,Mumias,0.42734,34.54832
Khalaba Medical Services,Bungoma,Hospital,,,,Bungoma South,Bungoma,0.55665,34.55993
Khalala Dispensary,Bungoma,Hospital,,,,Bungoma East,Webuye,0.46618,34.65546
Khalalio Health Centre,Mandera,Hospital,,,,Mandera East,Mandera,3.96058,41.61371
Khalumuli Dispensary,Bungoma,Hospital,,,,Bungoma East,Webuye,0.57937,34.71409
Khamulati  Medical Clinic,Bungoma,Hospital,,,,Kimilili Bungoma,kimilili,0.077516,34.716963
Khaoya Dispensary,Bungoma,Hospital,,,,Bungoma East,Webuye,0.72903,34.79794
Kharanda Dispensary,Kakamega,Hospital,,,,Kakamega Central (Lurambi),Kharanda Mkt,0.44146,34.63681
Khartoum Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.11973,35.22457
Khasoko Health Centre,Bungoma,Hospital,,,,Bumula,Buyofu,0.48411,34.40231
Khaunga Dispensary,Kakamega,Hospital,,,,Mumias,Mumias,0.37687,34.58407
Khayega Community Clinic,Kakamega,Hospital,,,,Kakamega East (Shinyalu),Khayega,0.247,34.75344
Khayega Medical Clinic,Kakamega,Hospital,,,,Kakamega East (Shinyalu),Khayega,0.208264,34.77049
Khayo Dispensary,Busia,Hospital,,,,Nambale,Nambale,0.51051,34.38897
KHE Farm Dispensary,Laikipia,Hospital,,,,Laikipia East,Naibor,0.12097,37.05427
Khems Medical Clinic,Nakuru,Hospital,,,,Naivasha,Naivasha town,-0.71977,36.43924
Khilna Medical Clinic,Kiambu,Hospital,,,,Thika West,Thika,-1.02794,37.0685
Khorof Harar Sub-District Hospital,Wajir,Hospital,,,,Wajir East,Khorof Harar Village,2.20474,40.75577
Khulwanda Dispensary,Bungoma,Hospital,,,,Bumula,Bungoma,0.48144,34.41569
Khumsalaba Clinic,Kakamega,Hospital,,,,Khwisero,Khumusalaba,0.10827,34.57491
Khunyangu Sub-District Hospital,Busia,Hospital,,,,Butula,Bumala,0.33769,34.25793
Khwisero Health Centre,Kakamega,Hospital,,,,Khwisero,Khwisero,0.11,34.48
KIagai (PCEA) Dispensary,Nakuru,Hospital,,,,Subukia,Subukia,-0.02996,36.20473
Kiaguthu Dispensary,Nyeri,Hospital,,,,Nyeri South,Othaya Town,-0.5915,36.95051
Kiagware Dispensary,Kisii,Hospital,,,,South Gucha,Kiagware Mkt,-0.8558,34.6798
Kiahuria Medical Clinic,Kiambu,Hospital,,,,Kikuyu,Wangige,-1.22182,36.71731
Kiaibabu Dispensary,Kiambu,Hospital,,,,Githunguri,Githunguri Town,-1.10796,36.78641
Kiairathe Dispensary,Murang'a,Hospital,,,,Muranga West,Gakira Market,-0.67264,36.94304
Kiairegi Clinic,Murang'a,Hospital,,,,Gatanga,Thika,-0.84296,36.8823
Kiairugu Dispensary,Tharaka Nithi,Hospital,,,,Maara,Chogoria,-0.23252,37.71035
Kiamabara Dispensary,Nyeri,Hospital,,,,Mathira East,Kiamabara,-0.51775,37.11374
Kiamagunyi (ACK) Clinic,Kirinyaga,Hospital,,,,Kirinyaga West,Rikiania,-0.51872,37.20576
Kiamanyeki Dispensary,Kirinyaga,Hospital,,,,Kirinyaga South,Wanguru,-0.69829,37.38112
Kiamanyomba (Nyamira North),Nyamira,Hospital,,,,Nyamira North, ,0.4638,35.01584
Kiamara Dispensary,Murang'a,Hospital,,,,Muranga West,Kangema,-0.69758,37.0636
Kiamara Medical Clinic,Murang'a,Hospital,,,,Kiharu,kiamara shopping cemtre,-0.696742,37.0439
Kiamariga Medical Clinic,Nyeri,Hospital,,,,Mathira West,Kiamariga,-0.23145,37.05039
Kiamathaga Dispensary,Nyeri,Hospital,,,,Kieni East,Kiamathaga,-0.15612,37.087
Kiambaa Medical Clinic,Kiambu,Hospital,,,,Kikuyu,Kiambaa Market,-1.19893,36.6556
Kiambere Dam Dispensary,Embu,Hospital,,,,Mbeere South,Ngiiri,-0.61021,37.88728
Kiambere Health Centre,Embu,Hospital,,,,Mbeere South,Kiambere New Site,-0.69182,37.79485
Kiamberiria Dispensary (CDF),Nakuru,Hospital,,,,Molo, ,-0.30488,35.69048
Kiambogo Dispensary (Naivasha),Nakuru,Hospital,,,,Gilgil,Nakuru,-0.60211,36.13085
Kiambogo Dispensary (Nyandarua South),Nyandarua,Hospital,,,,Kipipiri,Kiambogo,-0.39208,36.54137
Kiambogo Medical Clinic,Nyeri,Hospital,,,,Mathira East,Kamariki,-0.20229,36.81714
Kiambogo Medical Clinic (Wanjohi),Nyandarua,Hospital,,,,Kipipiri,Wanjohi,-0.33525,36.51321
Kiambu County Beyond Zero Mobile Clinic,Kiambu,Hospital,,,,Thika West,Thika hospital,-1.0416,37.07746
Kiambu District Hospital,Kiambu,Hospital,,,,Kiambu,Kiambu,-1.17209,36.83098
Kiambu Institute of Science and Technology Dispens,Kiambu,Hospital,,,,Kiambu,Kiambu,-1.18149,36.836
Kiambu Medical Centre,Kiambu,Hospital,,,,Kiambu,Kiambu Town,-1.17258,36.83045
Kiambuthia Dispensary,Murang'a,Hospital,,,,Mathioya,Kiruri Market,-0.61842,36.90954
Kiamiriru MCK Dispensary,Meru,Hospital,,,,Imenti North,Meru town,0.0399,37.62309
Kiamokama Health Centre,Kisii,Hospital,,,,Masaba South,Kiamokama,-0.83124,34.88341
Kiamuchairu Health Centre,Tharaka Nithi,Hospital,,,,Maara,Chogoria,-0.22133,37.66586
Kiamuchii Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Chuka Town/ Cheera Market,-0.38966,37.70472
Kiamuiru Medical Clinic,Nyeri,Hospital,,,,Nyeri Central,Kiamuiru,-0.466092,37.0379
Kiamuringa Dispensary,Embu,Hospital,,,,Mbeere South,Kiamuringa A,-0.56868,37.53033
Kiamuriuki Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Chuka Town/ Kibugua,-0.37409,37.59391
Kiamuthambi Dispensary,Kirinyaga,Hospital,,,,Kirinyaga Central,Kiamuthambi,-0.56236,37.28073
Kiamutugu CFW Clinic,Kirinyaga,Hospital,,,,Kirinyaga North,Kianyaga,-0.4685,37.3905
Kiamutugu Clinic,Kirinyaga,Hospital,,,,Kirinyaga East,Kiamutugu,-0.468364,37.3865
Kiamutugu Health Centre,Kirinyaga,Hospital,,,,Kirinyaga East,Kiamutugu,-0.46852,37.39054
Kiamuya Dispensary,Nyeri,Hospital,,,,Nyeri South,Kiamuya,-0.57583,36.95933
Kiamwathi Medical Clinic,Nyeri,Hospital,,,,Nyeri Central,Kiamwathi,-0.448,36.9602
Kianda 42 Community Clinic,Nairobi,Hospital,,,,Kibra, ,-1.30764,36.7719
Kianda Dispensary,Meru,Hospital,,,,Igembe South,Kianda Market,0.12814,37.9937
Kiandai Clinic,Kirinyaga,Hospital,,,,Kirinyaga East,Kiandai,-0.47531,37.3322
Kiandegwa (Methodist Church of Kenya) Dispensary,Kirinyaga,Hospital,,,,Kirinyaga North,Kiandegwa,-0.75419,37.34347
Kiandere Dispensary,Nyeri,Hospital,,,,Tetu,Kiandere,-0.45406,36.90757
Kianderi Dispensary,Kirinyaga,Hospital,,,,Kirinyaga Central,Kianderi,-0.47269,37.28507
Kiandiu Dispensary,Meru,Hospital,,,,Tigania West,kiandiu Market,0.13286,37.80671
Kiandu Medical Clinic,Nyeri,Hospital,,,,Tetu,Kiandu,-0.49026,36.96921
Kiandutu Health Centre,Kiambu,Hospital,,,,Thika West,Thika,-1.02996,37.04612
Kiane Medical & Eye Clinic,Murang'a,Hospital,,,,Kandara,Naaro,-0.913834,37.0103
Kiangachinyi Dispensary,Taita Taveta,Hospital,,,,Mwatate,Kiangachinyi,-3.46339,38.33865
Kiangai Health Centre,Kirinyaga,Hospital,,,,Kirinyaga West,Kiangai,-0.47869,37.17832
Kiangai Laboratory,Kirinyaga,Hospital,,,,Kirinyaga West,Kiangai,-0.478893,37.1793
Kiangai Medical Clinic,Kirinyaga,Hospital,,,,Kirinyaga West,Kiangai,-0.48024,37.17676
Kiang'inda Health Centre,Nyamira,Hospital,,,,Nyamira,Ting'a Market,-0.65188,34.91904
Kiangini Dispensary,Makueni,Hospital,,,,Kathonzweni,Kiangini,-2.07231,37.76967
Kiangochi Dispensary,Murang'a,Hospital,,,,Kiharu,Muranga,-0.76081,37.11847
Kiang'ombe Dispensary,Kirinyaga,Hospital,,,,Kirinyaga East,Kiang'ombe,-0.28066,37.37967
Kiangondu Dispensary,Tharaka Nithi,Hospital,,,,Meru South,Chuka Town,-0.32099,37.6219
Kiangoso Dispensary,Nyamira,Hospital,,,,Manga,Esaba,-0.64171,34.88762
Kiangua Dispensary,Meru,Hospital,,,,Imenti South,Kinoro market,-0.11406,37.36204
Kiangunyi Dispensary,Murang'a,Hospital,,,,Muranga West,Kangema,-0.686608,36.9915
Kiangwenyi Clinic,Kirinyaga,Hospital,,,,Kirinyaga East,Kiangwenyi,-0.44517,37.29209
Kianjege Dispensary,Kirinyaga,Hospital,,,,Kirinyaga West,Kianjege,-0.574,37.16596
Kianjokoma  Muungano SHG Community Dispensary,Embu,Hospital,,,,Embu East,Kianjokoma,-0.39709,37.57058
Kianjokoma (ACK) Trinity Clinic,Embu,Hospital,,,,Manyatta,Kianjokoma,-0.39995,37.50293
Kianjokoma Sub-District Hospital,Embu,Hospital,,,,Embu East,Kianjokoma,-0.39709,37.5016
Kianjoya Dispensary,Nakuru,Hospital,,,,Njoro,Kianjoya,-0.5464,36.05672
Kianjugu Dispensary,Murang'a,Hospital,,,,Muranga South,Kirimiri,-0.90149,37.25383
Kianjuri Dispensary,Meru,Hospital,,,,Imenti North, ,0.03052,37.64476
Kianyaga Catholic Health Centre,Kirinyaga,Hospital,,,,Kirinyaga East,Kianyaga,-0.4907,37.36577
Kianyaga Sub-District Hospital,Kirinyaga,Hospital,,,,Kirinyaga East,Kianyaga,-0.50418,37.32452
Kiaoni Dispensary (Kibwezi),Makueni,Hospital,,,,Kibwezi,Athi Kiaoni,-2.20358,38.05542
Kiaora Farm Dispensary,Kiambu,Hospital,,,,Ruiru,Juja town,-1.04966,36.97006
Kiaragana Dispensary,Kirinyaga,Hospital,,,,Kirinyaga West,Kiaragana,-0.498,37.1965
Kiarago Health Centre (Imenti South),Meru,Hospital,,,,Imenti South,Nkubu Town,-0.05361,37.59157
Kiarithaini Dispensary,Nyeri,Hospital,,,,Mathira East,Karatina,-0.46223,37.14135
Kiaruhiu (PCEA) Health Centre,Nyeri,Hospital,,,,Mathira East,Iriaini,-0.47,36.92
Kiaruhiu Medical Clinic,Nyeri,Hospital,,,,Mathira East,Iriaini,-0.2641,37.1063
Kiarukungu Dispensary,Kirinyaga,Hospital,,,,Kirinyaga South,Ngurubani,-0.62345,37.40076
Kiaruta Dispensary,Kisii,Hospital,,,,Kisii South,Gesonso Mkt,-0.65647,34.73602
Kiarutara Dispensary,Murang'a,Hospital,,,,Gatanga,Gatua,-0.85962,36.82617
Kiasa Dispensary,Homa Bay,Hospital,,,,Ndhiwa,Ratanga,-0.75302,34.30196
Kiati Dispensary,Kitui,Hospital,,,,Mutomo,Katyethoka Market,-1.53427,38.25313
Kiatineni Dispensary,Machakos,Hospital,,,,Masinga,Kiatineni,-0.9036,37.30959
Kiawa Medical Clinic,Nyeri,Hospital,,,,Kieni East,Ichuga,-0.00559,37.06169
Kiawakara Dispensary,Kirinyaga,Hospital,,,,Kirinyaga Central,Kiawakara Village,-0.45498,37.26481
Kiawarigi Medical Clinic,Nyeri,Hospital,,,,Mathira East,Konyu,-0.440945,37.1097
Kibabet Tea Dispensary,Nandi,Hospital,,,,Nandi East,Nandi Hills,0.11681,35.22987
Kibabii Health Centre,Bungoma,Hospital,,,,Bungoma South,Bungoma,0.61879,34.5253
Kibabii University Clinic,Bungoma,Hospital,,,,Bungoma South,Near Kibabii Health Centre,0.619738,34.525547
Kibagenge Dispensary,Uasin Gishu,Hospital,,,,Eldoret West,Eldoret,0.9118,35.24615
Kiban Medical Clinic,Machakos,Hospital,,,,Kangundo,Kivaani Market,-1.36256,37.39365
Kiban Medical Clinic (Kangundo),Machakos,Hospital,,,,Kangundo,Kangundo,-1.34804,37.3956
Kibandaongo Dispensary,Kwale,Hospital,,,,Kinango,Mtaa,-4.04451,39.39798
Kibaranyaki Dispensary,Meru,Hospital,,,,Meru Central,Githongo Market,-0.00213,37.59032
Kibendo Dispensary,Elgeyo Marakwet,Hospital,,,,Keiyo,Iten,0.73895,35.54579
Kibera CFW Clinic,Nairobi,Hospital,,,,Kibra,Olympic,-1.313201,36.77858
Kibera Chemi Chemi Ya Uzima Clinic,Nairobi,Hospital,,,,Kibra,Nairobi,-1.30692,36.78804
Kibera Community Health Centre - Amref,Nairobi,Hospital,,,,Kibra,Ngumo Estate,-1.31131,36.79573
Kibera Community Self Help Program - Migori,Migori,Hospital,,,,Migori,Namba. Located along Migori-Kehancha Road,-1.09598,34.45679
Kibera D O Dispensary,Nairobi,Hospital,,,,Kibra,Nairobi,-1.30593,36.78788
Kibera Highway Clinic,Nairobi,Hospital,,,,Kibra, ,-1.31374,36.79119
Kibera Human Development Clinic,Nairobi,Hospital,,,,Kibra,Toi Market,-1.30683,36.7831
Kibera South (Msf Belgium) Health Centre,Nairobi,Hospital,,,,Kibra,Lindi,-1.315311,36.789084
Kibera Ubuntu Afya Medical Centre,Nairobi,Hospital,,,,Kibra, ,-1.4561,36.2316
Kibias Dispensary,Baringo,Hospital,,,,Koibatek,Eldama Ravine Town,0.10964,35.78091
Kibigori Dispensary,Kisumu,Hospital,,,,Muhoroni,Masogo,-0.03911,35.18199
Kibigos Dispensary,Elgeyo Marakwet,Hospital,,,,Marakwet West,Eldoret,1.02872,35.40697
Kibingei Dispensary,Bungoma,Hospital,,,,Kimilili Bungoma,Kimilili,0.779342,34.676922
Kibingor Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.51218,35.86632
Kibini Hill (PCEA) Dispensary,Kajiado,Hospital,,,,Mashuru,Sultan Hamud,-2.17492,37.2605
Kibirichia Catholic Dispensary,Meru,Hospital,,,,Buuri,Kibirichia Market,0.09594,37.51421
Kibirichia Health & Laboratory Services,Meru,Hospital,,,,Buuri,Kibirichia Market,0.09266,37.5212
Kibirichia Medcare,Meru,Hospital,,,,Buuri,Kibirichia Market,0.09145,37.51934
Kibirichia Sub-District Hospital,Meru,Hospital,,,,Buuri,Kibirichia Market,0.11012,37.51362
Kibirigwi Health Centre,Kirinyaga,Hospital,,,,Kirinyaga West,Kibirigwi,-0.52603,37.17958
Kibirigwi Laboratory,Kirinyaga,Hospital,,,,Kirinyaga West,Kibirigwi,-0.528115,37.1871
Kibiru Dispensary,Meru,Hospital,,,,Tigania West,Kandebe,0.29109,37.62391
Kibiryokwonin Dispensary,Baringo,Hospital,,,,Baringo North,Kipsaraman,0.75485,35.83048
Kibisem Dispensary,Nandi,Hospital,,,,Nandi South,Kibigori,0.04111,35.02625
Kibish Dispensary,Turkana,Hospital,,,,Turkana North,Kibish,5.28609,35.82228
Kibisi Dispensary,Bungoma,Hospital,,,,Bungoma North,Naitiri,0.69552,34.8563
Kibogo Dispensary,Kisumu,Hospital,,,,Nyakach,Kanyamurori,-0.29259,35.01362
Kiboino Dispensary,Baringo,Hospital,,,,Baringo Central,Kabarnet,0.46022,35.6882
Kiboko Dispensary (Makindu),Makueni,Hospital,,,,Makindu,Kiboko,-2.20999,37.72367
Kiboko Medical Clinic,Makueni,Hospital,,,,Makindu, ,-2.21035,37.72018
Kibokoni Medical Clinic,Mombasa,Hospital,,,,Mvita,Mombasa,-4.0607,39.67717
Kibomet Medical Clinic,Trans Nzoia,Hospital,,,,Trans Nzoia West,Kitale,1.01365,35.00407
Kibongwa Dispensary,Nandi,Hospital,,,,Nandi South,Kibgong,-0.01684,35.02512
Kibonze Dispenary,Nandi,Hospital,,,,Nandi South,Serem,0.05156,34.92982
Kibos Medical Clinic,Kisumu,Hospital,,,,Kisumu East,Kibos Market,-0.07127,34.81004
Kibos Sugar Research Dispensary,Kisumu,Hospital,,,,Kisumu East,Kisumu,-0.03396,34.81761
Kiboson Dispensary,Bomet,Hospital,,,,Chepalungu,Makimeny,-0.827958,35.187419
Kibubuti Dispensary,Kiambu,Hospital,,,,Kiambu,Kiambu,-1.14853,36.76481
Kibugat Dispensary,Kericho,Hospital,,,,Bureti,Kibugat,-0.59304,35.07561
Kibugu Health Centre,Embu,Hospital,,,,Manyatta,Kibugu,-0.44466,37.43484
Kibugua Health Centre,Tharaka Nithi,Hospital,,,,Meru South,Chuka Town,-0.36733,37.61481
Kibuke Dispensary,Bungoma,Hospital,,,,Bumula,Bungoma,0.584938,34.482621
Kibunga Sub-District Hospital,Tharaka Nithi,Hospital,,,,Tharaka South,Kibunga,-0.0765,37.90707
Kiburine Dispensary,Meru,Hospital,,,,Imenti North,Meru,0.01648,37.83896
Kiburu Dispensary,Kirinyaga,Hospital,,,,Kirinyaga West,Kiburu,-0.5413,37.20747
Kiburu Laboratory,Kirinyaga,Hospital,,,,Kirinyaga West, ,-0.536785,37.2113
