name,county,sub_county,nearest-landmark,lat,lon,type
Mt. Pleasant  Medical Clinic,Kiambu,Githunguri,Githunguri Market,-1.05784,36.77586,Hospital
Mtaa Dispensary,Kwale,Kinango,Kinango,-4.00308,39.3411,Hospital
Mtaani VCT,Nairobi,Kibra,Laini saba market,-1.31336,36.79852,Hospital
Mtangani Medical Clinic,Kilifi,Malindi,Mtangani,-3.20494,40.10209,Hospital
Mtangawanda Dispensary,Lamu,Lamu East,Mtangawanda village,-2.345679,40.2345,Hospital
Mtaragon Health Centre,Kericho,Kipkelion,Kipkelion,-0.1121,35.42033,Hospital
Mtaro Estate Dispensary and Family Planning,Kiambu,Ruiru,Juja,-1.03753,36.97059,Hospital
MTC Clinic (Kisumu),Kisumu,Kisumu East,Kisumu,-0.089297,34.7845,Hospital
MTC Mombasa,Mombasa,Mvita,Mombasa,-4.04562,39.6684,Hospital
Mtepeni Dispensary,Kilifi,Kilifi South,Mtwapa,-3.90731,39.72585,Hospital
Mtito andei Sub District,Makueni,Kibwezi,Mtito Andei,-2.68997,38.17038,Hospital
Mtondia Dispensary,Kilifi,Kilifi North,Mtondia Town,-3.57878,39.86885,Hospital
Mtondia Medical Clinic,Kilifi,Kilifi North,Matsangoni,-3.57536,39.87069,Hospital
Mtongwe (MCM) Dispensary,Mombasa,Likoni,Mombasa,-4.08108,39.60914,Hospital
Mtoni Medical Clinic,Kakamega,Likuyani,Matunda Town,0.825697,35.121578,Hospital
Mtopanga Clinic,Mombasa,Kisauni,Mombasa,-4.00609,39.69667,Hospital
Mtoroni Dispensary,Kilifi,Magarini,Marereni,-2.86116,40.15056,Hospital
Mtwapa Health Centre,Kilifi,Kilifi South,Mtwapa town,-3.94795,39.73872,Hospital
Mtwapa Nursing Home,Kilifi,Kilifi South,Mtwapa,-3.94698,39.74173,Hospital
Mua Hills Dispensary,Machakos,Machakos,Machakos,-1.46351,37.19162,Hospital
Muamba Dispensary,Kitui,Mutomo,Mutomo,-1.46165,38.11206,Hospital
Muangeni Dispensary,Kitui,Ikutha,Ikutha town,-2.13074,38.12908,Hospital
Muangeni Dispensary (Mwingi),Kitui,Mwingi East,Muangeni,-0.9197,38.34205,Hospital
Mubachi Dispensary,Migori,Migori,Bondo,-1.1108,34.34806,Hospital
Mubwekas Medical Clinic,Busia,Busia,Mundika Market,0.44173,34.14809,Hospital
Muchagori Dispensary,Embu,Manyatta,Muchagori,-0.43112,37.4981,Hospital
Mucharage Mlc,Trans Nzoia,Trans Nzoia West,Kitale,1.02151,34.99971,Hospital
Muchatha Dispensary,Kiambu,Kiambu,Muchatha Market,-1.18474,36.77498,Hospital
Muchatha Medical Clinic,Kiambu,Kiambu,Muchatha,-1.19355,36.77841,Hospital
Muchebe Dispensary,Migori,Kuria West,Nyabohanse,-1.19747,34.49484,Hospital
Muchonoke Dispensary,Embu,Mbeere North,Muchonoke,-0.54105,37.81411,Hospital
Muchukwo Dispensary,Baringo,Baringo North,Kabartonjo,0.59678,35.66965,Hospital
Muchuro Dispensary,Isiolo,Garbatula,Gafarsa,0.72496,39.16936,Hospital
Mudzo Medical Clinic,Kilifi,Malindi,Kisumu ndogo,-3.13265,40.06198,Hospital
Mufu Dispensary,Embu,Embu East,Runyenjes,-0.39569,37.58844,Hospital
Mufutu Medical Clinic,Bungoma,Bungoma South, ,0.56091,34.55851,Hospital
Muga Medical Clinic,Nyandarua,Nyandarua West,Oljor orok,-0.07333,36.36398,Hospital
Mugabo Dispensary,Migori,Migori,Bondo Nyironge,-1.14826,34.3461,Hospital
Mugai Dispensary,Kakamega,Kakamega North (Malava),Malanga,0.43183,34.80622,Hospital
Mugango Dispensary,Bomet,Bomet Central,Mugango Market,-0.71884,35.38284,Hospital
Mugas Clinic,Tharaka Nithi,Tharaka North,Gatunga,-0.09977,38.011,Hospital
Mugeka Dispensary,Murang'a,Kiharu,Mugeka shopping centre,-0.63969,37.09145,Hospital
Mugi Medical Clinic,Nyeri,Mathira East,Mung'etho,-0.52723,37.11487,Hospital
Mugoiri Dispensary,Murang'a,Kahuro,Kahuro,-0.745661,36.9985,Hospital
Mugomari Dispensary,Kakamega,Kakamega East (Shinyalu),Khayega,0.22008,34.73814,Hospital
Mugos Clinic,Lamu,Lamu West,Mpeketoni,-2.23325,40.41825,Hospital
Mugui Consolata Clinic,Embu,Embu East,Runyenjes,-0.322152,37.4621,Hospital
Mugui Dispensary,Embu,Embu East,Kianjokoma,-0.36186,37.50255,Hospital
Mugumo Clinic/Laboratory,Kirinyaga,Kirinyaga Central,Kagumo,-0.368274,37.26411,Hospital
Mugumo Medical,Nairobi,Kasarani,Hunters,-1.22525,36.92297,Hospital
Mugumoini Dispensary (Kipkelion),Kericho,Londiani,Ilotii,-0.00123,35.4778,Hospital
Mugumoini Dispensary (Muranga South),Murang'a,Muranga South,Mugumoini,-0.85031,37.0786,Hospital
Mugumo-Ini Medical Clinic,Murang'a,Gatanga, ,-0.96118,36.99326,Hospital
Muguna West Clinic,Meru,Buuri,Meru,0.15303,37.65858,Hospital
Mugunda Dispensary,Nyeri,Kieni West,Mugunda,-0.16381,36.70158,Hospital
Mugunda Mission Dispensary,Nyeri,Kieni West,Mugunda,-0.13863,36.71383,Hospital
Muguo Clinic,Kirinyaga,Kirinyaga East, ,-0.47602,37.235676,Hospital
Mugurin Dispensary,Baringo,Mogotio,Mogotio,0.05957,36.02301,Hospital
Mugutha (CDF) Dispensary,Kiambu,Ruiru,Ruiru Town,-1.11836,36.95569,Hospital
Mugwee Clinic,Tharaka Nithi,Tharaka South,Marimanti Market,-0.118924,37.9616,Hospital
Muhabini Medical Clinic,Vihiga,Emuhaya,Luanda,0.11487,34.63271,Hospital
Muhaka Dispensary,Kwale,Msambweni,Ukunda,-4.34114,39.5141,Hospital
Muhaka Dispensary(Khwisero),Kakamega,Khwisero,Luanda Dudi,0.12871,34.4761,Hospital
Muhamarani Dispensary,Lamu,Lamu West,Kibaoni,-2.33345,40.3333,Hospital
Muhoroni Sub-District Hospital,Kisumu,Muhoroni,Muhoroni,-0.15112,35.20573,Hospital
Muhoroni Sugar Company (Musco) Dispensary,Kisumu,Muhoroni,Muhoroni,-0.15182,35.18489,Hospital
Muhotetu Dispensary,Laikipia,Laikipia West,Muhotetu,0.2859,36.3553,Hospital
Muhoya Medical Clinic,Nyeri,Tetu,Ihururu,-0.2466,36.53481,Hospital
Muhuru Bay VCT Centre (Nyarami),Migori,Nyatike,Muhuru,-1.02,34.13,Hospital
Muhuru Health Centre,Migori,Nyatike,Muhuru Bay,-1.01294,34.1318,Hospital
Mui Dispensary,Kitui,Mwingi East,Mui,-1.12214,38.21247,Hospital
Muiywek Dispensary,Bomet,Bomet Central,Leldaet,-0.74909,35.2846,Hospital
Mujwa Dispensary,Meru,Meru Central,Mujwa Market,-0.08485,37.73186,Hospital
Mukameni Dispensary,Kitui,Kisasi,Mukameni,-1.60151,38.01201,Hospital
Mukanga Dispensary (Muranga North),Murang'a,Kiharu,MukangaVillage,-0.71766,37.0668,Hospital
Mukangu (ACK) Dispensary,Embu,Manyatta,Manyatta,-0.4562,37.4518,Hospital
Mukangu Health Centre,Kirinyaga,Kirinyaga West,Mukangu,-0.54987,37.15393,Hospital
Mukarara Community Dispensary,Murang'a,Gatanga, ,-0.90886,36.94325,Hospital
Mukarara Medical Clinic,Nyeri,Tetu,Mukarara,-0.48134,36.89919,Hospital
Mukerenju Dispensary,Murang'a,Kandara,kabati,-0.82615,37.00015,Hospital
Mukeu (AIC) Dispensary,Nyandarua,Kinangop,Karangatha,-0.78282,36.6325,Hospital
Mukhe Dispensary,Bungoma,Bungoma East,Webuye,0.71387,34.71429,Hospital
Mukhobola Health Centre,Busia,Bunyala,Port Victoria,0.08157,34.02985,Hospital
Mukhuyu Dispensary,Kakamega,Kakamega North (Malava),Malava,0.37052,34.94922,Hospital
Mukhweso Clinic,Kakamega,Kakamega Central (Lurambi),Nambacha,0.4598,34.61191,Hospital
Mukindu Dispensary,Nyandarua,Nyandarua Central,Olkalau,-0.20411,36.4253,Hospital
Mukoe Dispensary,Murang'a,Kandara,Gakui,-0.85529,36.97797,Hospital
Mukong'a Dispensary,Kitui,Mumoni,Mukonga,-0.52278,37.92032,Hospital
Mukorombosi Dispensary,Nakuru,Molo, ,-0.31902,35.75342,Hospital
Mukothima Health Centre,Tharaka Nithi,Tharaka North,Mukothima,0.01939,37.94181,Hospital
Muktar Dada Medical Clinic,Wajir,Wajir East,Wajir,1.76201,40.0581,Hospital
Mukua Nima Dispensary,Kitui,Mutomo,Mukua Nima,-2.2972,38.14329,Hospital
Mukui Health Centre,Tharaka Nithi,Maara,Chogoria,-0.28584,37.72149,Hospital
Mukumu Hospital,Kakamega,Kakamega East (Shinyalu),Khayega,0.21583,34.76837,Hospital
Mukungi Dispensary,Nyandarua,Nyandarua South,Engineer,-0.52646,36.54909,Hospital
Mukunike Dispensary,Machakos,Kangundo,Kangundo,-1.33605,37.31628,Hospital
Mukuria Dispensary,Murang'a,Kandara,Mukuria,-0.81043,36.92699,Hospital
Mukuru Crescent Clinic,Nairobi,Starehe,Nairobi,-1.31243,36.84989,Hospital
Mukuru Health Centre,Nairobi,Embakasi South,Nairobi,-1.32496,36.88762,Hospital
Mukuru Mmm Clinic,Nairobi,Embakasi South,Nairobi,-1.30472,36.885,Hospital
Mukurwe (PCEA) Medical Clinic,Kiambu,Gatundu North,Gatundutown,-0.977596,36.9145,Hospital
Mukurwe Dispensary,Murang'a,Gatanga,Thika,-0.90231,36.96321,Hospital
Mukurweini District Hospital,Nyeri,Mukurweini,Mukurweini Town,-0.56236,37.04496,Hospital
Mukurweini Medical Clinic,Nyeri,Mukurweini,Mukurweini Town,-0.55675,37.05431,Hospital
Mukusu Dispensary,Machakos,Masinga,Masinga,-0.91223,37.64037,Hospital
Mukutani Dispensary (East Pokot),Baringo,East Pokot,Chemolingot,0.633508,36.24981,Hospital
Mukuuni Dispensary,Tharaka Nithi,Meru South,Chuka Town/ Mukuuni Market,-0.39157,37.65198,Hospital
Mukuuri Dispensary,Embu,Embu East,Kanja,-0.40803,37.54576,Hospital
Mukuyu Dispensary,Kakamega,Lugari,Makutano,0.73333,34.95742,Hospital
Mukuyu Medical Clinic,Murang'a,Kiharu,Muranga,-0.731465,37.1306,Hospital
Mukuyuni Health Centre,Makueni,Makueni,Mukuyuni,-1.74837,37.45943,Hospital
Mulaha Dispensary,Siaya,Siaya,Awelo Market,0.02967,34.15618,Hospital
Mulango (AIC) Health Centre,Kitui,Katulani,Kitui,-1.4284,38.01184,Hospital
Mulangoni Dispensary,Kitui,Tseikuru,Mulangoni,-0.35217,38.34173,Hospital
Mulele Dispensary,Vihiga,Vihiga,Bukuga Mkt,0.04537,34.68658,Hospital
Mulembe Clinic,Kakamega,Kakamega South (Ikolomani),Isulu Mkt,0.19684,34.69568,Hospital
Mulembe Medical Clinic,Kakamega,Mumias,Makunga,0.29934,34.50601,Hospital
Mulemi Maternity Home,Nakuru,Naivasha,Naivasha town,-0.72039,36.43626,Hospital
Mulika Dispensary,Meru,Tigania East,Mulika,0.04117,37.85944,Hospital
Muliluni Dispensary,Kitui,Mwingi Central, ,-0.94099,38.0313,Hospital
Mulimani Medical Clinic,Kakamega,Lugari,Kipkaren,0.72453,34.98182,Hospital
Mulinde Dispensary,Kitui,Mwingi East, ,-0.8428,38.43968,Hospital
Mulot Catholic Dispensary,Narok,Narok South,Mulot Market,-0.93986,35.43277,Hospital
Mulot Dispensary,Bomet,Bomet Central,Mulot,-0.55561,35.24887,Hospital
Mulot Health Centre,Narok,Narok South,Mulot,-0.93986,35.43277,Hospital
Mulot VCT,Narok,Narok South,Mulot,-0.93727,35.43177,Hospital
Multi Media University Dispensary,Nairobi,Langata,"Bangladesh Village, Park place",-1.38183,36.77079,Hospital
Multipurpose Village Health Care Centre,Nakuru,Nakuru,Near Works Lanet,-0.2932,36.15019,Hospital
Mulukaka Clinic,Kakamega,Matungu,Mumias,0.366097,34.4517,Hospital
Mulundi Dispensary,Kitui,Kitui Central,Kitui,-1.373031,38.05078,Hospital
Mulutu Mission Dispensary,Kitui,Tseikuru,Kitui,-1.35222,37.95024,Hospital
Mulwanda Dispensary,Kakamega,Khwisero,Mulwanda,0.14194,34.56703,Hospital
Mumbuini Dispensary,Kirinyaga,Kirinyaga South,Embu,-0.60638,37.46157,Hospital
Mumbule Dispensary,Bungoma,Bungoma South,Bungoma,0.45896,34.60707,Hospital
Mumbuni Dispensary (Maara),Tharaka Nithi,Maara,Chuka,-0.27941,37.74216,Hospital
Mumbuni Dispensary (Makueni),Makueni,Makueni,Wote,-1.85564,37.60425,Hospital
Mumbuni Dispensary (Mwala),Machakos,Mwala,Mwala,-1.26943,37.46954,Hospital
Mumbuni Dispensary (Mwingi),Kitui,Mwingi Central,Mumbuni,-1.04897,38.10204,Hospital
Mumbuni Nursing Home,Kitui,Mwingi Central,Mwingi,-0.94072,38.06301,Hospital
Mumias Maternity,Kakamega,Mumias,Mumias,0.347621,34.4998,Hospital
Mumias Model Health Centre,Kakamega,Mumias,Mumias,0.335497,34.4483,Hospital
Mumias Sugar Clinic,Kakamega,Mumias,Mumias,0.347621,34.4998,Hospital
Mummy Medical Clinic,Meru,Imenti North,Kiirua market,0.1226,37.56173,Hospital
Mummy's Medical Clinic,Vihiga,Emuhaya,Luanda,0.01913,34.57765,Hospital
Mumo (AIC) Health Centre,Makueni,Kathonzweni,Mbuvo,-2.01237,37.77248,Hospital
Mumoni Dispensary,Kitui,Mumoni,Musosya,-0.5407,38.0006,Hospital
Mumoni Maternity and Nursing Home,Kitui,Tseikuru,Tseikuru market,-0.31866,38.22111,Hospital
Mumui Dispensary,Meru,Tigania West,Ruiri,0.25333,37.63527,Hospital
Munanda Dispensary,Nakuru,Subukia,Kahiga,-0.04476,36.21677,Hospital
Mundembu Dispensary,Busia,Nambale,Nambale,0.46888,34.38245,Hospital
Mundika Maternity & Nursing Home,Nairobi,Mathare, ,-1.26093,36.8671,Hospital
Mundobelwa Health centre,Kakamega,Khwisero,Khwisero Market,0.1572,34.6128,Hospital
Mundoli Health Centre,Kakamega,Khwisero,Khumusalaba,0.10961,34.5775,Hospital
Mundoro Community Dispensary,Kiambu,Gatundu,Mundoro,-0.95055,36.76462,Hospital
Mundoro Medical Clinic,Kiambu,Gatundu,Gatundutown,-0.945628,36.7609,Hospital
Mundoro Medical Clinic Dandora,Nairobi,Kasarani,Dandora phase II Market,-1.24978,36.90119,Hospital
Mundu Ta Mundu Clinic,Kitui,Mutitu,mutito market,-1.22478,38.18951,Hospital
Mung'ang'a (ACK) Dispensary,Kirinyaga,Kirinyaga North,Kagio,-0.621,37.254,Hospital
Mung'ang'a Dispensary,Kakamega,Mumias,Mumias,0.3,34.61,Hospital
Mungaria Dispensary,Murang'a,Kandara,Mungaria,-0.85629,36.97797,Hospital
Mungetho Dispensary,Nakuru,Kuresoi,Tamuyotta shooping centre,-0.345,35.662,Hospital
Mungu Aponya Medical Clinic,Kiambu,Thika West, ,-1.05841,37.10517,Hospital
Mung'ung'u Dispensary,Kakamega,Matungu,Mumias,0.40444,34.41802,Hospital
Mungungune Dispensary,Kakamega,Butere,Lunza market,0.2442,34.59647,Hospital
Mungwa Dispensary,Elgeyo Marakwet,Marakwet East,Kapsowar,1.1532,35.61012,Hospital
Municipal Health Centre,Kilifi,Malindi,shella,-3.23304,40.11508,Hospital
Munongo Dispensary,Busia,Busia,Matayos,0.38073,34.12145,Hospital
Munoywa Dispensary,Vihiga,Sabatia,Chavakali,0.098079,34.751059,Hospital
Mununga Dispensary,Murang'a,Kigumo,Kinyona,-0.74231,36.8648,Hospital
Mununga Health Clinic,Murang'a,Kigumo,Kinyona,-0.74267,36.85323,Hospital
Munyaka Dispensary,Nyandarua,Kinangop,Munyaka,-0.68706,36.6262,Hospital
Munyaka Medical Clinic,Nyeri,Tetu,Giakanja,-0.475538,36.9673,Hospital
Munyange (AIPCA) Dispensary,Nyeri,Nyeri South,Othaya Town,-0.50419,36.86563,Hospital
Munyange Gikoe Dispensary,Nyeri,Nyeri South, ,-0.50172,36.87163,Hospital
Munyanza Nursing Home,Kakamega,Khwisero,Khwisero,0.156095,34.5234,Hospital
Munyu Health Centre,Kiambu,Thika East,Thika,-1.11445,37.16934,Hospital
Munyu Medical Clinic,Nyeri,Kieni East,Munyu,-0.1998,36.0635,Hospital
Munyu-Ini Dispensary,Kiambu,Gatundu,Gatundutown,-0.94472,36.78397,Hospital
Munyuki Dispensary,Kakamega,Lugari,Lumakanda,0.63492,34.93926,Hospital
MUNYUNI DISPENSARY,Kitui,Mutitu,Munyuni mkt,-1.60548,38.24194,Hospital
Muono Dispensary,Kitui,Mwingi Central,Muono,-0.7791,38.19101,Hospital
Mur Malanga Dispensary,Siaya,Siaya,Mur Malanga Market,-0.00248,34.25229,Hospital
Muramati Dispensary,Laikipia,Laikipia East,Nanyuki,0.06971,37.15996,Hospital
Murambani Dispensary,Tharaka Nithi,Maara,Chuka,-0.28023,37.70511,Hospital
Murang'a District Hospital,Murang'a,Kiharu,Muranga,-0.71587,37.15985,Hospital
Murantawa Dispensary,Kajiado,Kajiado North,Magadi,-2.01012,36.30638,Hospital
Murarandia Dispensary,Murang'a,Kiharu,Kahuro,-0.71863,36.8958,Hospital
Murarandia Medical Centre,Murang'a,Kahuro,Kahuro,-0.722125,36.9369,Hospital
Murarandia Medical Clinic,Murang'a,Kahuro,Murarania Market,-0.73301,36.92797,Hospital
Murera Community Medical Centre,Kiambu,Ruiru,Hakairu,-1.13258,36.95124,Hospital
Mureru Dispensary,Nyeri,Kieni East,Mureru,-0.12548,37.0304,Hospital
Murgor Hills Dispensary,Uasin Gishu,Eldoret West,Jua Kali,0.56149,35.08364,Hospital
Murgusi Dispensary,Uasin Gishu,Eldoret West,Eldoret,0.569205,34.9041,Hospital
Murhanda Medical Clinic,Kakamega,Kakamega East (Shinyalu),Murhanda,0.26391,34.79599,Hospital
Muricho Dispensary,Nakuru,Rongai,Rongai,-0.1184,35.8589,Hospital
Murindoku Dispensary,Nakuru,Kuresoi,Murindoku,-0.30935,35.57813,Hospital
Murinduko Health Centre,Kirinyaga,Kirinyaga South,PI,-0.57543,37.44161,Hospital
Muringombugi Clinic,Meru,Imenti North,Meru,0.03043,37.68872,Hospital
Muriranjas Sub-District Hospital,Murang'a,Kahuro,Kahuro,-0.74315,36.97306,Hospital
Muriri Clinic,Meru,Tigania East,Kianjai,0.21501,37.79092,Hospital
Murkwijit Dipensary,West Pokot,West Pokot,Kapenguria,1.2506,35.23969,Hospital
Murkwijit Dispensary,West Pokot,West Pokot,Kapenguria,1.1921,35.09173,Hospital
Murpus Medical Clinic,West Pokot,Pokot South,Ortum,1.384,35.27005,Hospital
Muruangai Dispensary,Samburu,Samburu Central,Muruangai village,1.11112,36.96377,Hospital
Murudef Clinic,Kakamega,Kakamega South (Ikolomani),Musoli Mkt,0.196305,34.6556,Hospital
Murugu Herbal Clinic,Meru,Imenti North,Meru,3.93029,41.8686,Hospital
Muruguru Dispensary,Nyeri,Nyeri Central,Gatitu,-0.46366,37.03646,Hospital
Muruguru Medical Clinic,Nyeri,Kieni West,Near Mweiga Postal Office,-0.19621,36.54328,Hospital
Muruguru Medical Clinic (Nyeri North),Nyeri,Kieni West,Mweiga,-0.32706,36.90546,Hospital
Muruguru Medical Clinic (Nyeri South),Nyeri,Nyeri Central,Muruguru,-0.466092,37.0379,Hospital
Muruka Dispensary,Murang'a,Kandara,Muruka,-0.93067,37.06085,Hospital
Muruku Dispensary,Laikipia,Nyahururu,Muruku,0.08846,36.54325,Hospital
Murungaru Health Centre,Nyandarua,Nyandarua South,Murungaru,-0.5848,36.49115,Hospital
Muryachakwe Dispensary,Kilifi,Ganze,Muryachakwe,-3.28833,39.57636,Hospital
Musalala Dispensary,Makueni,Kilungu,Nunguni,-1.77567,37.40665,Hospital
Musanda (ACK) Clinic,Kakamega,Mumias,Mumias,0.21979,34.44722,Hospital
Musango Dispensary,Kakamega,Mumias East,Musango,0.28893,34.56794,Hospital
Musau Medical Clinic,Makueni,Nzaui,Emali,-2.0811,37.4709,Hospital
Musavani Dispensary,Kitui,Tseikuru,Musavani Market,-0.20495,38.25876,Hospital
Musco Clinic,Bungoma,Bungoma South,Musikoma,0.53546,34.54554,Hospital
Muselele,Kitui,Lower Yatta,Muselele Township,-1.30822,37.45912,Hospital
Musembe Dispensary,Kakamega,Kakamega East (Shinyalu),Shinyalu,0.21168,34.8422,Hospital
Musembe Dispensary (Lugari),Kakamega,Lugari,Musembe,0.6192,34.93003,Hospital
Musengo Medical Clinic,Kitui,Kitui West,Kabati,-1.2322,37.91655,Hospital
Muserechi  Dispensary,Baringo,Koibatek,Muserechi,0.03091,35.87063,Hospital
Museve Dispensary,Kitui,Kitui Central,Kitui,-1.32272,38.072,Hospital
Musibiriri Dispensary,Busia,Butula,Butula,0.328138,34.3599,Hospital
Musingini Dispensary,Machakos,Masinga,Masinga,-1.02319,37.59995,Hospital
Musitinyi Dispensary,Vihiga,Emuhaya,Luanda,0.05669,34.65628,Hospital
Muska Medical Centre,Nairobi,Kamukunji,Eastleigh  Garissa Lodge Market,-1.27054,36.84848,Hospital
Muskut Health Centre,Elgeyo Marakwet,Keiyo South,Iten,0.36931,35.62697,Hospital
Musoa SDA Dispensary,Makueni,Mbooni West,Kalawani,-1.60149,37.44696,Hospital
Musokoto Dispensary,Busia,Nambale,Nambale,0.50877,34.33187,Hospital
Musoli Health Clinic,Kakamega,Kakamega South (Ikolomani),Musoli Mkt,0.196305,34.6556,Hospital
Musovo Dispensary,Kitui,Mwingi East, ,-0.75965,38.50573,Hospital
Musukini Dispensary,Kitui,Mwingi Central,Musukini,-0.99861,38.08168,Hospital
Mutanda Dispensary,Kitui,Kitui Central,Mutanda Market,-1.19266,37.85467,Hospital
Mutara Dispensary,Laikipia,Laikipia West,Rumuruti Town,0.08959,36.65773,Hospital
Mutarakwa Dispensary (Molo),Nakuru,Njoro,Ndeffo,-0.47659,35.98762,Hospital
Mutarakwa Dispensary (Nyandarua South),Nyandarua,Nyandarua South,Mutarakwa,-0.57162,36.60618,Hospital
Mutathamia Medical Clinic,Nairobi,Westlands, ,-1.26974,36.74576,Hospital
Mutati Community Dispensary,Kiambu,Gatundu,Mutati,-1.04018,36.86545,Hospital
Muteithania Medical Clinic,Nairobi,Dagoretti North,Kawangware 56,-1.28225,36.75176,Hospital
Mutelai Dispensary,Meru,Tigania West,Ngundune,0.21907,37.75891,Hospital
Mutembuku Dispensary,Makueni,Mbooni East,Mutembuku Market,-1.69906,37.81183,Hospital
Mutethia Clinic,Meru,Imenti North,Meru,0.03194,37.76385,Hospital
Mutethia Clinic Magutuni,Tharaka Nithi,Maara,Magutuni,-0.22901,37.7363,Hospital
Mutethia Medical Clinic,Meru,Igembe South,Kiraone Market,0.2029,37.37938,Hospital
Mutethia Medical Clinic (Nyeri South),Nyeri,Nyeri Central,Nyeri Town,-0.433513,36.977,Hospital
Mutethya Medical Clnic,Machakos,Yatta,Sofia,-1.16451,37.474,Hospital
Mutha Health Centre,Kitui,Mutomo,Mutha,-1.4782,38.25696,Hospital
Muthaara Dispensary,Kiambu,Thika West, ,-1.12467,36.9712,Hospital
Muthale East Medical Clinic,Kitui,Kitui West,Muthale,-1.19451,37.99946,Hospital
Muthale Mission Hospital,Kitui,Kitui West,Tulia,-1.19241,38.00028,Hospital
Muthale Mission Hospital Satelite Clinic,Kitui,Kitui Central,Kitui,-1.36575,38.00942,Hospital
Muthambi Dispensary,Tharaka Nithi,Maara,Chuka,-0.27363,37.6617,Hospital
Muthambi Health Centre,Tharaka Nithi,Maara,Chuka,-0.27457,37.66054,Hospital
Muthanthara Dispensary,Embu,Mbeere North,Muthanthara,-0.43183,37.89736,Hospital
Muthara Sub-District Hospital,Meru,Tigania East,Kianjai,0.2276,37.7975,Hospital
Muthegera Dispensary,Laikipia,Nyahururu,Muthengera Town,0.21304,36.32398,Hospital
Mutheru Dispensary,Murang'a,Kandara,Mutheru,-0.82163,36.9557,Hospital
Muthesya Dispensary,Machakos,Masinga,Muthesya,-0.98938,37.37854,Hospital
Muthetheni Health Centre,Machakos,Mwala,Masii,-1.50218,37.52159,Hospital
Muthetheni Mission Health Centre,Machakos,Mwala,Masii,-1.4939,37.50492,Hospital
Mutheu Edel Medical Clinic (Ulilinzi),Makueni,Kibwezi,Ulilinzi,-2.4135,38.15364,Hospital
Muthinga Medical Clinic,Nyeri,Tetu,Gititu,-0.502537,37.028,Hospital
Muthingiini Dispensary,Makueni,Kibwezi, ,-2.60206,38.0453,Hospital
Muthithi (PCEA) Dispensary,Murang'a,Muranga South, ,-0.84502,37.09818,Hospital
Muthithi Dispensary,Murang'a,Muranga South,Muthithi,-0.81699,37.03767,Hospital
Muthue Dispenary,Kitui,Ikutha,Muthue,-1.9331,38.26361,Hospital
Muthungue Dispensary,Kitui,Mutitu,Muthungue Market,-1.57274,38.39046,Hospital
Muthungue Dispensary (Kibwezi East),Makueni,Kibwezi, ,-2.5057,37.98718,Hospital
Muthurwa Clinic,Nairobi,Starehe,Muthurwa Market,-1.28975,36.83877,Hospital
Muthuthiini Dispensary,Nyeri,Mukurweini,Muthuthiini,-0.59375,37.054,Hospital
Muthuthiini Medical Clinic,Nyeri,Mukurweini,Muthuthiini,-0.59369,37.05315,Hospital
Muthwani (AIC) Dispensary,Machakos,Athi River,Kenol,-1.6427,37.5286,Hospital
Mutiluni Dispensary,Makueni,Mukaa,Kilome   Mkt,-1.80249,37.32236,Hospital
Mutindwa Clinic and Lab,Meru,Imenti North,Meru Town,0.04551,37.65449,Hospital
Mutindwa Dispensary,Tharaka Nithi,Maara,Chogoria,-0.24269,37.60172,Hospital
Mutindwa Laboratory,Meru,Imenti North,Meru,0.0456,37.65435,Hospital
Mutindwa Med Clinic,Meru,Imenti North,Meru,0.0456,37.65435,Hospital
Muting'ong'o Dispensary,Kakamega,Kakamega North (Malava),Malava,0.40435,34.82214,Hospital
Mutini Dispensary,Makueni,Kathonzweni,Mutini Market,-2.10642,37.82463,Hospital
Mutiokiama Health Centre,Meru,Igembe South,Athi Market,0.16288,37.93124,Hospital
Mutionjuri Health Centre,Meru,Tigania West,Kianjai,0.17444,37.74845,Hospital
Mutira (ACK) Dispensary,Kirinyaga,Kirinyaga Central,Kagumo,-0.48835,37.22951,Hospital
